id,name,types,description,filename,tokens,lemmas,pos_tags,proper_nouns,named_entities
612,haxorus,['dragon'],They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,0612_haxorus.txt,"['they', 'are', 'kind', 'but', 'can', 'be', 'relentless', 'when', 'defending', 'territory', 'they', 'challenge', 'foes', 'with', 'tusks', 'that', 'can', 'cut', 'steel']","['they', 'be', 'kind', 'but', 'can', 'be', 'relentless', 'when', 'defend', 'territory', 'they', 'challenge', 'foe', 'with', 'tusk', 'that', 'can', 'cut', 'steel']","[('they', 'PRP', 'pronoun, personal'), ('are', 'VBP', 'verb, non-3rd person singular present'), ('kind', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('but', 'CC', 'conjunction, coordinating'), ('can', 'MD', 'verb, modal auxiliary'), ('be', 'VB', 'verb, base form'), ('relentless', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('when', 'WRB', 'wh-adverb'), ('defending', 'VBG', 'verb, gerund or present participle'), ('territory', 'NN', 'noun, singular or mass'), ('they', 'PRP', 'pronoun, personal'), ('challenge', 'VBP', 'verb, non-3rd person singular present'), ('foes', 'NNS', 'noun, plural'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('tusks', 'NNS', 'noun, plural'), ('that', 'WDT', 'wh-determiner'), ('can', 'MD', 'verb, modal auxiliary'), ('cut', 'VB', 'verb, base form'), ('steel', 'NN', 'noun, singular or mass')]",[],[]
613,cubchoo,['ice'],"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",0613_cubchoo.txt,"['when', 'it', 'is', 'not', 'feeling', 'well', 'its', 'mucus', 'gets', 'watery', 'and', 'the', 'power', 'of', 'its', 'icetype', 'moves', 'decreases']","['when', 'it', 'be', 'not', 'feel', 'well', 'its', 'mucus', 'get', 'watery', 'and', 'the', 'power', 'of', 'its', 'icetype', 'move', 'decrease']","[('when', 'WRB', 'wh-adverb'), ('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('not', 'RB', 'adverb'), ('feeling', 'VBG', 'verb, gerund or present participle'), ('well', 'RB', 'adverb'), ('its', 'PRP$', 'pronoun, possessive'), ('mucus', 'NN', 'noun, singular or mass'), ('gets', 'VBZ', 'verb, 3rd person singular present'), ('watery', 'NN', 'noun, singular or mass'), ('and', 'CC', 'conjunction, coordinating'), ('the', 'DT', 'determiner'), ('power', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('icetype', 'NN', 'noun, singular or mass'), ('moves', 'NNS', 'noun, plural'), ('decreases', 'VBZ', 'verb, 3rd person singular present')]",[],[]
614,beartic,['ice'],"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",0614_beartic.txt,"['it', 'can', 'make', 'its', 'breath', 'freeze', 'at', 'will', 'very', 'able', 'in', 'the', 'water', 'it', 'swims', 'around', 'in', 'northern', 'seas', 'and', 'catches', 'prey']","['it', 'can', 'make', 'its', 'breath', 'freeze', 'at', 'will', 'very', 'able', 'in', 'the', 'water', 'it', 'swim', 'around', 'in', 'northern', 'sea', 'and', 'catch', 'prey']","[('it', 'PRP', 'pronoun, personal'), ('can', 'MD', 'verb, modal auxiliary'), ('make', 'VB', 'verb, base form'), ('its', 'PRP$', 'pronoun, possessive'), ('breath', 'NN', 'noun, singular or mass'), ('freeze', 'VB', 'verb, base form'), ('at', 'IN', 'conjunction, subordinating or preposition'), ('will', 'MD', 'verb, modal auxiliary'), ('very', 'RB', 'adverb'), ('able', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('water', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('swims', 'VBZ', 'verb, 3rd person singular present'), ('around', 'RB', 'adverb'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('northern', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('seas', 'NNS', 'noun, plural'), ('and', 'CC', 'conjunction, coordinating'), ('catches', 'NNS', 'noun, plural'), ('prey', 'NN', 'noun, singular or mass')]",[],[]
615,cryogonal,['ice'],"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",0615_cryogonal.txt,"['when', 'its', 'body', 'temperature', 'goes', 'up', 'it', 'turns', 'into', 'steam', 'and', 'vanishes', 'when', 'its', 'temperature', 'lowers', 'it', 'returns', 'to', 'ice']","['when', 'its', 'body', 'temperature', 'go', 'up', 'it', 'turn', 'into', 'steam', 'and', 'vanishe', 'when', 'its', 'temperature', 'lower', 'it', 'return', 'to', 'ice']","[('when', 'WRB', 'wh-adverb'), ('its', 'PRP$', 'pronoun, possessive'), ('body', 'NN', 'noun, singular or mass'), ('temperature', 'NN', 'noun, singular or mass'), ('goes', 'VBZ', 'verb, 3rd person singular present'), ('up', 'RP', 'adverb, particle'), ('it', 'PRP', 'pronoun, personal'), ('turns', 'VBZ', 'verb, 3rd person singular present'), ('into', 'IN', 'conjunction, subordinating or preposition'), ('steam', 'NN', 'noun, singular or mass'), ('and', 'CC', 'conjunction, coordinating'), ('vanishes', 'NNS', 'noun, plural'), ('when', 'WRB', 'wh-adverb'), ('its', 'PRP$', 'pronoun, possessive'), ('temperature', 'NN', 'noun, singular or mass'), ('lowers', 'NNS', 'noun, plural'), ('it', 'PRP', 'pronoun, personal'), ('returns', 'VBZ', 'verb, 3rd person singular present'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('ice', 'NN', 'noun, singular or mass')]",[],[]
616,shelmet,['bug'],"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",0616_shelmet.txt,"['when', 'attacked', 'it', 'defends', 'itself', 'by', 'closing', 'the', 'lid', 'of', 'its', 'shell', 'it', 'can', 'spit', 'a', 'sticky', 'poisonous', 'liquid']","['when', 'attack', 'it', 'defend', 'itself', 'by', 'close', 'the', 'lid', 'of', 'its', 'shell', 'it', 'can', 'spit', 'a', 'sticky', 'poisonous', 'liquid']","[('when', 'WRB', 'wh-adverb'), ('attacked', 'VBN', 'verb, past participle'), ('it', 'PRP', 'pronoun, personal'), ('defends', 'VBZ', 'verb, 3rd person singular present'), ('itself', 'PRP', 'pronoun, personal'), ('by', 'IN', 'conjunction, subordinating or preposition'), ('closing', 'VBG', 'verb, gerund or present participle'), ('the', 'DT', 'determiner'), ('lid', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('shell', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('can', 'MD', 'verb, modal auxiliary'), ('spit', 'VB', 'verb, base form'), ('a', 'DT', 'determiner'), ('sticky', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('poisonous', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('liquid', 'NN', 'noun, singular or mass')]",[],[]
617,accelgor,['bug'],"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",0617_accelgor.txt,"['when', 'its', 'body', 'dries', 'out', 'it', 'weakens', 'so', 'to', 'prevent', 'dehydration', 'it', 'wraps', 'itself', 'in', 'many', 'layers', 'of', 'thin', 'membrane']","['when', 'its', 'body', 'dry', 'out', 'it', 'weaken', 'so', 'to', 'prevent', 'dehydration', 'it', 'wrap', 'itself', 'in', 'many', 'layer', 'of', 'thin', 'membrane']","[('when', 'WRB', 'wh-adverb'), ('its', 'PRP$', 'pronoun, possessive'), ('body', 'NN', 'noun, singular or mass'), ('dries', 'VBZ', 'verb, 3rd person singular present'), ('out', 'RP', 'adverb, particle'), ('it', 'PRP', 'pronoun, personal'), ('weakens', 'VBZ', 'verb, 3rd person singular present'), ('so', 'RB', 'adverb'), ('to', 'TO', 'infinitival ""to""'), ('prevent', 'VB', 'verb, base form'), ('dehydration', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('wraps', 'VBZ', 'verb, 3rd person singular present'), ('itself', 'PRP', 'pronoun, personal'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('many', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('layers', 'NNS', 'noun, plural'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('thin', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('membrane', 'NN', 'noun, singular or mass')]",[],[]
618,stunfisk,"['ground', 'electric']","Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",0618_stunfisk.txt,"['its', 'skin', 'is', 'very', 'hard', 'so', 'it', 'is', 'unhurt', 'even', 'if', 'stepped', 'on', 'by', 'sumo', 'wrestlers', 'it', 'smiles', 'when', 'transmitting', 'electricity']","['its', 'skin', 'be', 'very', 'hard', 'so', 'it', 'be', 'unhurt', 'even', 'if', 'step', 'on', 'by', 'sumo', 'wrestler', 'it', 'smile', 'when', 'transmit', 'electricity']","[('its', 'PRP$', 'pronoun, possessive'), ('skin', 'NN', 'noun, singular or mass'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('very', 'RB', 'adverb'), ('hard', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('so', 'RB', 'adverb'), ('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('unhurt', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('even', 'RB', 'adverb'), ('if', 'IN', 'conjunction, subordinating or preposition'), ('stepped', 'VBN', 'verb, past participle'), ('on', 'RP', 'adverb, particle'), ('by', 'IN', 'conjunction, subordinating or preposition'), ('sumo', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('wrestlers', 'NNS', 'noun, plural'), ('it', 'PRP', 'pronoun, personal'), ('smiles', 'VBZ', 'verb, 3rd person singular present'), ('when', 'WRB', 'wh-adverb'), ('transmitting', 'VBG', 'verb, gerund or present participle'), ('electricity', 'NN', 'noun, singular or mass')]",[],[]
619,mienfoo,['fighting'],"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",0619_mienfoo.txt,"['in', 'fights', 'they', 'dominate', 'with', 'onslaughts', 'of', 'flowing', 'continuous', 'attacks', 'with', 'their', 'sharp', 'claws', 'they', 'cut', 'enemies']","['in', 'fight', 'they', 'dominate', 'with', 'onslaught', 'of', 'flow', 'continuous', 'attack', 'with', 'their', 'sharp', 'claw', 'they', 'cut', 'enemy']","[('in', 'IN', 'conjunction, subordinating or preposition'), ('fights', 'NNS', 'noun, plural'), ('they', 'PRP', 'pronoun, personal'), ('dominate', 'VBP', 'verb, non-3rd person singular present'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('onslaughts', 'NNS', 'noun, plural'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('flowing', 'VBG', 'verb, gerund or present participle'), ('continuous', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('attacks', 'NNS', 'noun, plural'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('their', 'PRP$', 'pronoun, possessive'), ('sharp', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('claws', 'NNS', 'noun, plural'), ('they', 'PRP', 'pronoun, personal'), ('cut', 'VBP', 'verb, non-3rd person singular present'), ('enemies', 'NNS', 'noun, plural')]",[],[]
620,mienshao,['fighting'],It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,0620_mienshao.txt,"['it', 'wields', 'the', 'fur', 'on', 'its', 'arms', 'like', 'a', 'whip', 'its', 'arm', 'attacks', 'come', 'with', 'such', 'rapidity', 'that', 'they', 'can', 'not', 'even', 'be', 'seen']","['it', 'wield', 'the', 'fur', 'on', 'its', 'arm', 'like', 'a', 'whip', 'its', 'arm', 'attack', 'come', 'with', 'such', 'rapidity', 'that', 'they', 'can', 'not', 'even', 'be', 'see']","[('it', 'PRP', 'pronoun, personal'), ('wields', 'VBZ', 'verb, 3rd person singular present'), ('the', 'DT', 'determiner'), ('fur', 'NN', 'noun, singular or mass'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('arms', 'NNS', 'noun, plural'), ('like', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('whip', 'NN', 'noun, singular or mass'), ('its', 'PRP$', 'pronoun, possessive'), ('arm', 'NN', 'noun, singular or mass'), ('attacks', 'NNS', 'noun, plural'), ('come', 'VBP', 'verb, non-3rd person singular present'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('such', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('rapidity', 'NN', 'noun, singular or mass'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('they', 'PRP', 'pronoun, personal'), ('can', 'MD', 'verb, modal auxiliary'), ('not', 'RB', 'adverb'), ('even', 'RB', 'adverb'), ('be', 'VB', 'verb, base form'), ('seen', 'VBN', 'verb, past participle')]",[],[]
621,druddigon,['dragon'],"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",0621_druddigon.txt,"['it', 'warms', 'its', 'body', 'by', 'absorbing', 'sunlight', 'with', 'its', 'wings', 'when', 'its', 'body', 'temperature', 'falls', 'it', 'can', 'no', 'longer', 'move']","['it', 'warm', 'its', 'body', 'by', 'absorb', 'sunlight', 'with', 'its', 'wing', 'when', 'its', 'body', 'temperature', 'fall', 'it', 'can', 'no', 'long', 'move']","[('it', 'PRP', 'pronoun, personal'), ('warms', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('body', 'NN', 'noun, singular or mass'), ('by', 'IN', 'conjunction, subordinating or preposition'), ('absorbing', 'VBG', 'verb, gerund or present participle'), ('sunlight', 'NN', 'noun, singular or mass'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('wings', 'NNS', 'noun, plural'), ('when', 'WRB', 'wh-adverb'), ('its', 'PRP$', 'pronoun, possessive'), ('body', 'NN', 'noun, singular or mass'), ('temperature', 'NN', 'noun, singular or mass'), ('falls', 'VBZ', 'verb, 3rd person singular present'), ('it', 'PRP', 'pronoun, personal'), ('can', 'MD', 'verb, modal auxiliary'), ('no', 'RB', 'adverb'), ('longer', 'RBR', 'adverb, comparative'), ('move', 'VB', 'verb, base form')]",[],[]
622,golett,"['ground', 'ghost']","The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",0622_golett.txt,"['the', 'energy', 'that', 'burns', 'inside', 'it', 'enables', 'it', 'to', 'move', 'but', 'no', 'one', 'has', 'yet', 'been', 'able', 'to', 'identify', 'this', 'energy']","['the', 'energy', 'that', 'burn', 'inside', 'it', 'enable', 'it', 'to', 'move', 'but', 'no', 'one', 'have', 'yet', 'be', 'able', 'to', 'identify', 'this', 'energy']","[('the', 'DT', 'determiner'), ('energy', 'NN', 'noun, singular or mass'), ('that', 'WDT', 'wh-determiner'), ('burns', 'VBZ', 'verb, 3rd person singular present'), ('inside', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('enables', 'VBZ', 'verb, 3rd person singular present'), ('it', 'PRP', 'pronoun, personal'), ('to', 'TO', 'infinitival ""to""'), ('move', 'VB', 'verb, base form'), ('but', 'CC', 'conjunction, coordinating'), ('no', 'DT', 'determiner'), ('one', 'NN', 'noun, singular or mass'), ('has', 'VBZ', 'verb, 3rd person singular present'), ('yet', 'RB', 'adverb'), ('been', 'VBN', 'verb, past participle'), ('able', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('to', 'TO', 'infinitival ""to""'), ('identify', 'VB', 'verb, base form'), ('this', 'DT', 'determiner'), ('energy', 'NN', 'noun, singular or mass')]",[],[]
623,golurk,"['ground', 'ghost']",It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,0623_golurk.txt,"['it', 'flies', 'across', 'the', 'sky', 'at', 'mach', 'speeds', 'removing', 'the', 'seal', 'on', 'its', 'chest', 'makes', 'its', 'internal', 'energy', 'go', 'out', 'of', 'control']","['it', 'fly', 'across', 'the', 'sky', 'at', 'mach', 'speed', 'remove', 'the', 'seal', 'on', 'its', 'chest', 'make', 'its', 'internal', 'energy', 'go', 'out', 'of', 'control']","[('it', 'PRP', 'pronoun, personal'), ('flies', 'VBZ', 'verb, 3rd person singular present'), ('across', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('sky', 'NN', 'noun, singular or mass'), ('at', 'IN', 'conjunction, subordinating or preposition'), ('mach', 'NN', 'noun, singular or mass'), ('speeds', 'NNS', 'noun, plural'), ('removing', 'VBG', 'verb, gerund or present participle'), ('the', 'DT', 'determiner'), ('seal', 'NN', 'noun, singular or mass'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('chest', 'NN', 'noun, singular or mass'), ('makes', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('internal', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('energy', 'NN', 'noun, singular or mass'), ('go', 'VB', 'verb, base form'), ('out', 'IN', 'conjunction, subordinating or preposition'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('control', 'NN', 'noun, singular or mass')]",[],[]
624,pawniard,"['dark', 'steel']","Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",0624_pawniard.txt,"['blades', 'comprise', 'this', 'pokémons', 'entire', 'body', 'if', 'battling', 'dulls', 'the', 'blades', 'it', 'sharpens', 'them', 'on', 'stones', 'by', 'the', 'river']","['blade', 'comprise', 'this', 'pokémon', 'entire', 'body', 'if', 'battling', 'dull', 'the', 'blade', 'it', 'sharpen', 'they', 'on', 'stone', 'by', 'the', 'river']","[('blades', 'NNS', 'noun, plural'), ('comprise', 'VBP', 'verb, non-3rd person singular present'), ('this', 'DT', 'determiner'), ('pokémons', 'NNS', 'noun, plural'), ('entire', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('body', 'NN', 'noun, singular or mass'), ('if', 'IN', 'conjunction, subordinating or preposition'), ('battling', 'NN', 'noun, singular or mass'), ('dulls', 'VBZ', 'verb, 3rd person singular present'), ('the', 'DT', 'determiner'), ('blades', 'NNS', 'noun, plural'), ('it', 'PRP', 'pronoun, personal'), ('sharpens', 'VBZ', 'verb, 3rd person singular present'), ('them', 'PRP', 'pronoun, personal'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('stones', 'NNS', 'noun, plural'), ('by', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('river', 'NN', 'noun, singular or mass')]",[],[]
625,bisharp,"['dark', 'steel']","It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",0625_bisharp.txt,"['it', 'leads', 'a', 'group', 'of', 'pawniard', 'it', 'battles', 'to', 'become', 'the', 'boss', 'but', 'will', 'be', 'driven', 'from', 'the', 'group', 'if', 'it', 'loses']","['it', 'lead', 'a', 'group', 'of', 'pawniard', 'it', 'battle', 'to', 'become', 'the', 'boss', 'but', 'will', 'be', 'drive', 'from', 'the', 'group', 'if', 'it', 'lose']","[('it', 'PRP', 'pronoun, personal'), ('leads', 'VBZ', 'verb, 3rd person singular present'), ('a', 'DT', 'determiner'), ('group', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('pawniard', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('battles', 'VBZ', 'verb, 3rd person singular present'), ('to', 'TO', 'infinitival ""to""'), ('become', 'VB', 'verb, base form'), ('the', 'DT', 'determiner'), ('boss', 'NN', 'noun, singular or mass'), ('but', 'CC', 'conjunction, coordinating'), ('will', 'MD', 'verb, modal auxiliary'), ('be', 'VB', 'verb, base form'), ('driven', 'VBN', 'verb, past participle'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('group', 'NN', 'noun, singular or mass'), ('if', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('loses', 'VBZ', 'verb, 3rd person singular present')]",[],[]
626,bouffalant,['normal'],"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",0626_bouffalant.txt,"['their', 'fluffy', 'fur', 'absorbs', 'damage', 'even', 'if', 'they', 'strike', 'foes', 'with', 'a', 'fierce', 'headbutt']","['their', 'fluffy', 'fur', 'absorb', 'damage', 'even', 'if', 'they', 'strike', 'foe', 'with', 'a', 'fierce', 'headbutt']","[('their', 'PRP$', 'pronoun, possessive'), ('fluffy', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('fur', 'NN', 'noun, singular or mass'), ('absorbs', 'NNS', 'noun, plural'), ('damage', 'NN', 'noun, singular or mass'), ('even', 'RB', 'adverb'), ('if', 'IN', 'conjunction, subordinating or preposition'), ('they', 'PRP', 'pronoun, personal'), ('strike', 'VBP', 'verb, non-3rd person singular present'), ('foes', 'NNS', 'noun, plural'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('fierce', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('headbutt', 'NN', 'noun, singular or mass')]",[],[]
627,rufflet,"['normal', 'flying']","They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",0627_rufflet.txt,"['they', 'crush', 'berries', 'with', 'their', 'talons', 'they', 'bravely', 'stand', 'up', 'to', 'any', 'opponent', 'no', 'matter', 'how', 'strong', 'it', 'is']","['they', 'crush', 'berry', 'with', 'their', 'talon', 'they', 'bravely', 'stand', 'up', 'to', 'any', 'opponent', 'no', 'matter', 'how', 'strong', 'it', 'be']","[('they', 'PRP', 'pronoun, personal'), ('crush', 'VBP', 'verb, non-3rd person singular present'), ('berries', 'NNS', 'noun, plural'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('their', 'PRP$', 'pronoun, possessive'), ('talons', 'NNS', 'noun, plural'), ('they', 'PRP', 'pronoun, personal'), ('bravely', 'RB', 'adverb'), ('stand', 'VBP', 'verb, non-3rd person singular present'), ('up', 'RP', 'adverb, particle'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('any', 'DT', 'determiner'), ('opponent', 'NN', 'noun, singular or mass'), ('no', 'RB', 'adverb'), ('matter', 'RB', 'adverb'), ('how', 'WRB', 'wh-adverb'), ('strong', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present')]",[],[]
628,braviary,"['normal', 'flying']",They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,0628_braviary.txt,"['they', 'fight', 'for', 'their', 'friends', 'without', 'any', 'thought', 'about', 'danger', 'to', 'themselves', 'one', 'can', 'carry', 'a', 'car', 'while', 'flying']","['they', 'fight', 'for', 'their', 'friend', 'without', 'any', 'thought', 'about', 'danger', 'to', 'themselves', 'one', 'can', 'carry', 'a', 'car', 'while', 'fly']","[('they', 'PRP', 'pronoun, personal'), ('fight', 'VBP', 'verb, non-3rd person singular present'), ('for', 'IN', 'conjunction, subordinating or preposition'), ('their', 'PRP$', 'pronoun, possessive'), ('friends', 'NNS', 'noun, plural'), ('without', 'IN', 'conjunction, subordinating or preposition'), ('any', 'DT', 'determiner'), ('thought', 'NN', 'noun, singular or mass'), ('about', 'IN', 'conjunction, subordinating or preposition'), ('danger', 'NN', 'noun, singular or mass'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('themselves', 'PRP', 'pronoun, personal'), ('one', 'PRP', 'pronoun, personal'), ('can', 'MD', 'verb, modal auxiliary'), ('carry', 'VB', 'verb, base form'), ('a', 'DT', 'determiner'), ('car', 'NN', 'noun, singular or mass'), ('while', 'IN', 'conjunction, subordinating or preposition'), ('flying', 'VBG', 'verb, gerund or present participle')]",[],[]
629,vullaby,"['dark', 'flying']",Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,0629_vullaby.txt,"['their', 'wings', 'are', 'too', 'tiny', 'to', 'allow', 'them', 'to', 'fly', 'they', 'guard', 'their', 'posteriors', 'with', 'bones', 'that', 'were', 'gathered', 'by', 'mandibuzz']","['their', 'wing', 'be', 'too', 'tiny', 'to', 'allow', 'they', 'to', 'fly', 'they', 'guard', 'their', 'posterior', 'with', 'bone', 'that', 'be', 'gather', 'by', 'mandibuzz']","[('their', 'PRP$', 'pronoun, possessive'), ('wings', 'NNS', 'noun, plural'), ('are', 'VBP', 'verb, non-3rd person singular present'), ('too', 'RB', 'adverb'), ('tiny', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('to', 'TO', 'infinitival ""to""'), ('allow', 'VB', 'verb, base form'), ('them', 'PRP', 'pronoun, personal'), ('to', 'TO', 'infinitival ""to""'), ('fly', 'VB', 'verb, base form'), ('they', 'PRP', 'pronoun, personal'), ('guard', 'VBP', 'verb, non-3rd person singular present'), ('their', 'PRP$', 'pronoun, possessive'), ('posteriors', 'NNS', 'noun, plural'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('bones', 'NNS', 'noun, plural'), ('that', 'WDT', 'wh-determiner'), ('were', 'VBD', 'verb, past tense'), ('gathered', 'VBN', 'verb, past participle'), ('by', 'IN', 'conjunction, subordinating or preposition'), ('mandibuzz', 'NNP', 'noun, proper singular')]",['mandibuzz'],[]
630,mandibuzz,"['dark', 'flying']",It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,0630_mandibuzz.txt,"['it', 'makes', 'a', 'nest', 'out', 'of', 'bones', 'it', 'finds', 'it', 'grabs', 'weakened', 'prey', 'in', 'its', 'talons', 'and', 'hauls', 'it', 'to', 'its', 'nest', 'of', 'bones']","['it', 'make', 'a', 'nest', 'out', 'of', 'bone', 'it', 'find', 'it', 'grab', 'weaken', 'prey', 'in', 'its', 'talon', 'and', 'haul', 'it', 'to', 'its', 'nest', 'of', 'bone']","[('it', 'PRP', 'pronoun, personal'), ('makes', 'VBZ', 'verb, 3rd person singular present'), ('a', 'DT', 'determiner'), ('nest', 'NN', 'noun, singular or mass'), ('out', 'IN', 'conjunction, subordinating or preposition'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('bones', 'NNS', 'noun, plural'), ('it', 'PRP', 'pronoun, personal'), ('finds', 'VBZ', 'verb, 3rd person singular present'), ('it', 'PRP', 'pronoun, personal'), ('grabs', 'NNS', 'noun, plural'), ('weakened', 'VBD', 'verb, past tense'), ('prey', 'NN', 'noun, singular or mass'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('talons', 'NNS', 'noun, plural'), ('and', 'CC', 'conjunction, coordinating'), ('hauls', 'VBZ', 'verb, 3rd person singular present'), ('it', 'PRP', 'pronoun, personal'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('nest', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('bones', 'NNS', 'noun, plural')]",[],[]
